"ROUND(AVG(CAST(AIR_SYSTEM_DELAY AS DECIMAL(10,2))),2)","ROUND(AVG(CAST(SECURITY_DELAY AS DECIMAL(10,2))),2)","ROUND(AVG(CAST(AIRLINE_DELAY AS DECIMAL(10,2))),2)","ROUND(AVG(CAST(LATE_AIRCRAFT_DELAY AS DECIMAL(10,2))),2)","ROUND(AVG(CAST(WEATHER_DELAY AS DECIMAL(10,2))),2)"
4.78,0.03,6.52,9.38,0.84
